,,,,,,,_,,,_,,_,_,_,,,_,_,,,,,_,_,,,,_,_,,_,_,_,_,job_insertdate
562865381,Nestle DANCOW 5+ Madu Susu Anak 5-12 Tahun Box 1Kg,[],4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,5980,,27,/category/ibu-bayi/susu-bayi-anak/dancowofficial/nestl-dancow-5-madu-susu-anak-5-12-tahun-box-1kg,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/9/83a3491f-72db-4c92-abb2-d5b27cedf879.png,"[{'position': 'price', 'title': 'Cashback 5,8rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Harga spesial', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2022/12/1/4d3f8e43-a1f7-4b4c-94db-a7b8aa28178d.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'category', 'title': 'Halal', 'type': 'textGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp132.000,Rp96.900,,5,5.0,https://www.tokopedia.com/dancowofficial/nestl-dancow-5-madu-susu-anak-5-12-tahun-box-1kg?extParam=cmp%3D1%26ivf%3Dfalse,False,0,13056835,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6673792,Dancow Official Store,https://www.tokopedia.com/dancowofficial,Bekasi,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
796982032,Infatrini Powder 400GR - Susu Bayi Nutricia Infatrini Powder 400GR,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,468,,0,/category/ibu-bayi/susu-bayi-anak/miloshoes/nutricia-infatrini-powder-400gr-susu-bayi-infatrini-powder-400gr,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/1/d7913d1b-5f82-4b95-ae2f-8c2fdfa51a60.png,"[{'position': 'price', 'title': 'Cashback 8,5rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp285.000,,5,5.0,https://www.tokopedia.com/miloshoes/nutricia-infatrini-powder-400gr-susu-bayi-infatrini-powder-400gr?extParam=ivf%3Dfalse,False,0,391101,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,678797,Milo Shoes,https://www.tokopedia.com/miloshoes,Jakarta Pusat,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
307459260,Puramino Hypoallergic 400 gram,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,341,,0,/category/ibu-bayi/susu-bayi-anak/milktank/puramino-hypoallergic-400-gram,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/12/2/a3ff867c-27be-4679-a035-fe5024f0046a.jpg,"[{'position': 'price', 'title': 'Cashback 47,6rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '3rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp529.000,,5,5.0,https://www.tokopedia.com/milktank/puramino-hypoallergic-400-gram?extParam=ivf%3Dfalse,False,0,80639,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,3606199,Milk Tank,https://www.tokopedia.com/milktank,Jakarta Barat,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
307457572,Puramino Hypoallergic 400 gram,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,815,,0,/category/ibu-bayi/susu-bayi-anak/kapalperang/puramino-hypoallergic-400-gram,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/9/30/0d5b2651-6a99-4151-a80d-ae2704f7d2c9.jpg,"[{'position': 'price', 'title': 'Cashback 10,8rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '4rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp540.000,,5,5.0,https://www.tokopedia.com/kapalperang/puramino-hypoallergic-400-gram?extParam=ivf%3Dfalse,False,0,101488,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1475764,Kapal Perang,https://www.tokopedia.com/kapalperang,Jakarta Barat,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
370754684,Morinaga BMT Gold 200gr - Susu Formula Bayi,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,400,,0,/category/ibu-bayi/susu-bayi-anak/morinagaofficial/morinaga-bmt-gold-200gr-susu-formula-bayi,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/16/27dd266b-605c-4464-8b37-36a806b01acc.png,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'price', 'title': 'Cashback 2,9rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Serbu OS', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/9/8/9e1d04e7-f307-47fa-9fd4-6b050302356f.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp49.900,,5,4.9,https://www.tokopedia.com/morinagaofficial/morinaga-bmt-gold-200gr-susu-formula-bayi?extParam=ivf%3Dfalse,False,0,4254005,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,3950239,Morinaga Official Shop,https://www.tokopedia.com/morinagaofficial,Tangerang Selatan,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
12056659088,"Grouu - Nugget MPASI Chicken Parmesan, Melted Cheese - No MSG","[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,127,https://vod.tokopedia.com/view/adaptive.m3u8?id=97790560462171eebd612680f9ea0102,34,/category/ibu-bayi/susu-bayi-anak/grouu/grouu-nugget-mpasi-chicken-parmesan-melted-cheese-no-msg-chicken-siomay-3caa1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/8/f48a2227-1ce8-4c7a-ab16-a15771e1d883.jpg,"[{'position': 'price', 'title': 'Cashback 1,9rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Beli Lokal', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/12/8/1a976501-81ee-4705-bea8-28ca5c54e8d6.png', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp50.000,Rp33.150,,5,4.9,https://www.tokopedia.com/grouu/grouu-nugget-mpasi-chicken-parmesan-melted-cheese-no-msg-chicken-siomay-3caa1?extParam=ivf%3Dtrue,False,0,9762352,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,9653641,Grouu,https://www.tokopedia.com/grouu,Jakarta Barat,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
563062170,Nestle LACTOGROW 3 Plain Susu Anak 1-3 Tahun Box 735g,[],4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,3466,,20,/category/ibu-bayi/susu-bayi-anak/lactogrowstore/nestl-lactogrow-3-plain-susu-anak-1-3-tahun-box-735g,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/17/29c1c0ed-32e1-4975-8424-734c85dbe2d8.jpg,"[{'position': 'price', 'title': 'Cashback 3,6rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Harga spesial', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/28/a8778146-2c44-48e6-8b1f-b5bb222fb84e.png', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp154.200,Rp122.680,,5,4.9,https://www.tokopedia.com/lactogrowstore/nestl-lactogrow-3-plain-susu-anak-1-3-tahun-box-735g?extParam=cmp%3D1%26ivf%3Dfalse,False,0,13355454,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6685466,Lactogrow Official Store,https://www.tokopedia.com/lactogrowstore,Surabaya,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
2715148589,Yummy Bites Organic Rice 1kg,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,138,,0,/category/ibu-bayi/susu-bayi-anak/yummybites/yummy-bites-organic-rice-1kg,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/1/12/62c5d91f-40a5-44e1-b155-a72d57925a0d.png,"[{'position': 'integrity', 'title': '500+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp40.000,,5,4.9,https://www.tokopedia.com/yummybites/yummy-bites-organic-rice-1kg?extParam=ivf%3Dfalse%26whid%3D6890924,False,0,6890924,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6682168,Yummy Bites Official,https://www.tokopedia.com/yummybites,Kab. Tangerang,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
6874927840,Grouu - Snack MPASI - Crispy Rice Cake - Cemilan Bayi & Anak,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,84,https://vod.tokopedia.com/view/adaptive.m3u8?id=e202cd50584b71eebfe21426d1800102,31,/category/ibu-bayi/susu-bayi-anak/grouu/grouu-snack-mpasi-crispy-rice-cake-cemilan-bayi-anak-supreme-cheese,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/29/eaa3dd35-830e-4586-a693-77354cecc978.jpg,"[{'position': 'integrity', 'title': '750+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Beli Lokal', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/12/8/1a976501-81ee-4705-bea8-28ca5c54e8d6.png', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp38.000,Rp26.100,,5,4.9,https://www.tokopedia.com/grouu/grouu-snack-mpasi-crispy-rice-cake-cemilan-bayi-anak-supreme-cheese?extParam=ivf%3Dtrue,False,0,9762352,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,9653641,Grouu,https://www.tokopedia.com/grouu,Jakarta Barat,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
562837089,Nestle DANCOW 3+ Madu Susu Anak 3-5 Tahun Box 1Kg,[],4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,7991,,23,/category/ibu-bayi/susu-bayi-anak/dancowofficial/nestl-dancow-3-madu-susu-anak-3-5-tahun-box-1kg,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/2/aee39488-a975-4292-aa7c-5327989df3dd.png,"[{'position': 'price', 'title': 'Cashback 6,5rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Harga spesial', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/10/9/a9596498-fb0e-4100-a662-88411c044889.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'category', 'title': 'Halal', 'type': 'textGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp142.800,Rp109.598,,5,4.9,https://www.tokopedia.com/dancowofficial/nestl-dancow-3-madu-susu-anak-3-5-tahun-box-1kg?extParam=ivf%3Dfalse%26whid%3D13056835,False,0,13056835,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6673792,Dancow Official Store,https://www.tokopedia.com/dancowofficial,Bekasi,True,True,AceSearchUnifyShop,2023-12-17 21:25:19
1133309929,Bubur Susu MPASI Bayi Sun Kemasan Ekonomis 120 gram,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,2586,,0,/category/ibu-bayi/susu-bayi-anak/aadisashop/bubur-susu-mpasi-bayi-sun-kemasan-ekonomis-120-gram-beras-merah,https://images.tokopedia.net/img/cache/200-square/product-1/2020/8/1/19795298/19795298_3ca70e21-7e88-4f52-bee8-3ad16fdc9282_512_512,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '50rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'WIB di Kotamu', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/9/518e3b52-54d9-44bd-b73f-9e8e37fc8616.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp6.640,,5,5.0,https://www.tokopedia.com/aadisashop/bubur-susu-mpasi-bayi-sun-kemasan-ekonomis-120-gram-beras-merah?extParam=ivf%3Dfalse,False,0,1787223,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,2217574,aadisashop,https://www.tokopedia.com/aadisashop,Surabaya,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
166697738,Bebelove 2 1800 gram,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,2653,,0,/category/ibu-bayi/susu-bayi-anak/kapalperang/bebelove-2-1800-gram,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/11/29/eeaf11ea-83a9-469c-b042-31dd4b5b7fc3.jpg,"[{'position': 'price', 'title': 'Cashback 6,9rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '5rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Serbu OS', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2022/12/1/4d3f8e43-a1f7-4b4c-94db-a7b8aa28178d.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp345.000,,5,5.0,https://www.tokopedia.com/kapalperang/bebelove-2-1800-gram?extParam=ivf%3Dfalse,False,0,101488,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1475764,Kapal Perang,https://www.tokopedia.com/kapalperang,Jakarta Barat,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
547742665,Blenuten Vanila 400 gram,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,630,,0,/category/ibu-bayi/susu-bayi-anak/kapalperang/blenuten-vanila-400-gram,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/12/5/c87ac53d-6bf8-45f0-b1fd-081a90684a56.jpg,"[{'position': 'price', 'title': 'Cashback 3,4rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp172.000,,5,5.0,https://www.tokopedia.com/kapalperang/blenuten-vanila-400-gram?extParam=ivf%3Dfalse,False,0,101488,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1475764,Kapal Perang,https://www.tokopedia.com/kapalperang,Jakarta Barat,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
4703384783,Susu Dancow Fortigro instan putih 1kg,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,1497,,0,/category/ibu-bayi/susu-bayi-anak/tokosusunamira/susu-dancow-fortigro-instan-putih-1kg,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/11/ed423928-5fae-43c2-b090-f0459322bf28.jpg,"[{'position': 'price', 'title': 'Cashback 1rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '3rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Toserba', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/28/a8778146-2c44-48e6-8b1f-b5bb222fb84e.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp104.000,,5,5.0,https://www.tokopedia.com/tokosusunamira/susu-dancow-fortigro-instan-putih-1kg?extParam=ivf%3Dfalse,False,0,6406135,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6147386,TOKO SUSU NAMIRA,https://www.tokopedia.com/tokosusunamira,Tangerang,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
7935261377,Barefood BUMBOO Kaldu Anak MPASI Ayam Jamur Sapi 90gr Bubuk Keju 75gr,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,61,,26,/category/ibu-bayi/susu-bayi-anak/mamamatteoid/barefood-bumboo-kaldu-anak-mpasi-ayam-jamur-sapi-90gr-bubuk-keju-75gr-bumboo-kld-sapi,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/17/46b4c072-b48e-42dd-b86a-72fbec0147dd.png,"[{'position': 'integrity', 'title': '250+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp35.000,Rp26.000,,5,5.0,https://www.tokopedia.com/mamamatteoid/barefood-bumboo-kaldu-anak-mpasi-ayam-jamur-sapi-90gr-bubuk-keju-75gr-bumboo-kld-sapi?extParam=ivf%3Dfalse,False,0,9650742,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,9534957,mamamatteoid,https://www.tokopedia.com/mamamatteoid,Bandung,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
9322745948,Promina Baby Crunchies 20gram /Promina Crunchies 20gr/Snack Bayi 20,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,322,,0,/category/ibu-bayi/susu-bayi-anak/vian1/promina-baby-crunchies-20gram-promina-crunchies-20gr-snack-bayi-20-prom-rumput-lau,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/3/d7f00a5c-3d11-4524-a532-2dd2c96fb566.jpg,"[{'position': 'integrity', 'title': '4rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp7.399,,5,5.0,https://www.tokopedia.com/vian1/promina-baby-crunchies-20gram-promina-crunchies-20gr-snack-bayi-20-prom-rumput-lau?extParam=ivf%3Dfalse,False,0,4069363,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,2071547,Noviandi1.,https://www.tokopedia.com/vian1,Jakarta Timur,False,True,AceSearchUnifyShop,2023-12-17 21:25:19
,,,,,,,_,,,_,,_,_,_,,,_,_,,,,,_,_,,,,_,_,,_,_,_,_,job_insertdate
6766700372,YUMMY BITES MEAL STEP 1 STEP 2 STEP 3 145gr JAR BOTOL KACA,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,1156,,2,/category/ibu-bayi/susu-bayi-anak/mybaby-tools/yummy-bites-meal-step-1-step-2-step-3-145gr-jar-botol-kaca-tunamixvege,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/17/31571f29-df16-451e-b24d-08ddda7df155.jpg,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp41.900,Rp41.200,,5,5.0,https://www.tokopedia.com/mybaby-tools/yummy-bites-meal-step-1-step-2-step-3-145gr-jar-botol-kaca-tunamixvege?extParam=ivf%3Dfalse,False,0,6511561,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6253929,MyBabyTools,https://www.tokopedia.com/mybaby-tools,Jakarta Selatan,False,True,AceSearchUnifyShop,2023-12-17 21:25:25
708629589,YUMMY BITES BEBEROLL BABY SNACK 40 GR,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,1599,,2,/category/ibu-bayi/susu-bayi-anak/mybaby-tools/yummy-bites-beberoll-baby-snack-40-gr-orange,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/22/4fe0e6ce-012f-4f49-a3fd-14f78bbffb6d.jpg,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'costperunit', 'title': 'Rp81.750/100 g', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp33.500,Rp32.700,,5,5.0,https://www.tokopedia.com/mybaby-tools/yummy-bites-beberoll-baby-snack-40-gr-orange?extParam=ivf%3Dfalse,False,0,6511561,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6253929,MyBabyTools,https://www.tokopedia.com/mybaby-tools,Jakarta Selatan,False,True,AceSearchUnifyShop,2023-12-17 21:25:25
683765036,Enfamil Gentle Care Step 1 800 gram (0-6 Bulan),[],4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,1723,,0,/category/ibu-bayi/susu-bayi-anak/kapalperang/enfamil-gentle-care-step-1-800-gram-0-6-bulan,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/8/23/29e9bd63-4ea1-41cf-ae96-fd73c1370082.jpg,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'price', 'title': 'Cashback 21,8rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '5rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp545.000,,5,5.0,https://www.tokopedia.com/kapalperang/enfamil-gentle-care-step-1-800-gram-0-6-bulan?extParam=ivf%3Dfalse%26whid%3D14937698,False,0,14937698,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1475764,Kapal Perang,https://www.tokopedia.com/kapalperang,Medan,False,True,AceSearchUnifyShop,2023-12-17 21:25:25
